epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,150.631,1.89806,2.80016,1.34973,0.49773,0.12028,0.07046,0.03468,2.46326,3.7949,1.80041,0.000579625,0.000579625,0.000579625
24,156.956,1.71594,3.03941,1.19494,0.50149,0.09285,0.06664,0.03419,2.2818,3.10934,1.78253,0.000577563,0.000577563,0.000577563
25,163.387,1.78258,2.84332,1.27237,0.61702,0.07666,0.07513,0.03867,2.29236,3.05569,1.82293,0.0005755,0.0005755,0.0005755
26,169.752,1.82105,2.76325,1.24729,0.62041,0.06969,0.06669,0.03293,2.25192,3.01923,1.73284,0.000573438,0.000573438,0.000573438
27,176.033,1.76098,3.08972,1.28577,0.67744,0.08793,0.08449,0.03787,2.23044,3.10935,1.6432,0.000571375,0.000571375,0.000571375
28,182.451,1.75607,2.81189,1.25985,0.74828,0.07666,0.07746,0.03988,2.44694,3.27632,1.87955,0.000569313,0.000569313,0.000569313
29,188.823,1.82574,2.77452,1.26844,0.74875,0.06758,0.07991,0.03943,2.45933,3.01908,1.86095,0.00056725,0.00056725,0.00056725
30,195.282,1.77392,2.49228,1.29904,0.39023,0.12011,0.08225,0.05242,2.22146,2.6932,1.77224,0.000565188,0.000565188,0.000565188
31,202.481,1.84022,2.8813,1.28312,0.65448,0.13041,0.07797,0.03933,2.28671,2.76345,1.77116,0.000563125,0.000563125,0.000563125
32,208.797,1.69755,2.48187,1.16705,0.49145,0.08998,0.07021,0.03877,2.3748,2.92195,1.76544,0.000561063,0.000561063,0.000561063
33,215.157,1.6883,2.81705,1.2145,0.49452,0.08588,0.07322,0.04441,2.2211,3.22864,1.64534,0.000559,0.000559,0.000559
34,221.59,1.6829,2.84813,1.26354,0.53165,0.12011,0.09969,0.05945,2.24403,2.72476,1.76757,0.000556938,0.000556938,0.000556938
35,228.509,1.75281,2.67924,1.20049,0.52804,0.10439,0.07622,0.04088,2.35123,3.15391,1.77699,0.000554875,0.000554875,0.000554875
36,235.064,1.6262,2.54571,1.26248,0.51992,0.1572,0.09001,0.05397,2.35807,3.30012,1.69585,0.000552813,0.000552813,0.000552813
37,241.633,1.56164,2.56937,1.17672,0.53423,0.13978,0.10743,0.06149,2.23728,2.98135,1.63114,0.00055075,0.00055075,0.00055075
38,248.322,1.59079,2.65786,1.17767,0.67367,0.1724,0.10608,0.05495,2.2107,3.00434,1.66242,0.000548688,0.000548688,0.000548688
39,254.674,1.8301,2.80635,1.27225,0.50338,0.10248,0.09481,0.04861,2.17937,2.99655,1.72561,0.000546625,0.000546625,0.000546625
40,261.18,1.79968,2.58708,1.24939,0.66056,0.14829,0.08582,0.04145,2.2765,3.2081,1.74495,0.000544563,0.000544563,0.000544563
41,267.67,1.76835,2.74954,1.25098,0.64977,0.13056,0.08388,0.03706,2.37529,3.21542,1.78501,0.0005425,0.0005425,0.0005425
42,274.218,1.65981,2.63046,1.18386,0.5295,0.16322,0.08869,0.04785,2.2183,3.37626,1.70088,0.000540438,0.000540438,0.000540438
43,280.939,1.72506,2.53871,1.28541,0.55065,0.17378,0.10119,0.05336,2.19912,3.06785,1.69977,0.000538375,0.000538375,0.000538375
44,287.439,1.64476,2.35554,1.19069,0.41476,0.18256,0.1217,0.06576,2.05775,2.47343,1.6809,0.000536313,0.000536313,0.000536313
45,294.479,1.58929,2.45731,1.22543,0.67635,0.19107,0.11516,0.06555,2.15156,2.43653,1.65667,0.00053425,0.00053425,0.00053425
46,300.738,1.49593,2.47227,1.12334,0.68076,0.16499,0.11732,0.0661,2.1487,2.71608,1.66244,0.000532187,0.000532187,0.000532187
47,306.938,1.47992,2.63934,1.09908,0.69554,0.14622,0.13639,0.0732,2.1369,2.83836,1.62194,0.000530125,0.000530125,0.000530125
48,313.639,1.69433,2.63573,1.20818,0.52775,0.15782,0.11065,0.05203,2.30162,2.61812,1.70701,0.000528062,0.000528062,0.000528062
49,320.161,1.60084,2.45402,1.17907,0.51972,0.1859,0.1131,0.05539,2.14024,2.43533,1.65549,0.000526,0.000526,0.000526
50,326.601,1.55417,2.57904,1.16002,0.40283,0.16848,0.11032,0.05184,2.08973,2.70589,1.54924,0.000523937,0.000523937,0.000523937
51,333.027,1.5184,2.62513,1.16138,0.52145,0.1406,0.08893,0.04619,2.05969,2.78524,1.52269,0.000521875,0.000521875,0.000521875
52,339.419,1.69283,2.55145,1.30125,0.64937,0.19625,0.11004,0.05898,1.88591,2.43912,1.52599,0.000519812,0.000519812,0.000519812
53,347.294,1.50843,2.1449,1.2194,0.67385,0.15765,0.11137,0.05467,2.05446,2.49536,1.62818,0.00051775,0.00051775,0.00051775
54,353.7,1.56094,2.57042,1.11153,0.69627,0.19399,0.11985,0.06664,1.82051,2.41641,1.45981,0.000515688,0.000515688,0.000515688
55,360.235,1.61834,2.30305,1.20933,0.69032,0.17053,0.11446,0.06392,1.82089,2.8896,1.45758,0.000513625,0.000513625,0.000513625
56,366.701,1.56722,2.5116,1.16759,0.3902,0.18791,0.10713,0.05765,1.71634,2.50817,1.43028,0.000511562,0.000511562,0.000511562
57,373.225,1.44971,2.42201,1.09337,0.23416,0.18303,0.11551,0.05888,1.85908,2.45668,1.49439,0.0005095,0.0005095,0.0005095
58,379.762,1.50372,2.32254,1.16913,0.37352,0.19779,0.11142,0.05988,1.89018,2.68557,1.53102,0.000507438,0.000507438,0.000507438
59,386.226,1.44192,2.65078,1.09658,0.50541,0.21459,0.08683,0.04744,2.07854,2.83133,1.62071,0.000505375,0.000505375,0.000505375
60,392.733,1.35865,2.23998,1.06931,0.51789,0.19211,0.08981,0.05303,2.09125,2.79471,1.59284,0.000503313,0.000503313,0.000503313
61,404.035,1.38816,2.21654,1.07226,0.54376,0.14306,0.10873,0.0569,1.99425,2.6699,1.57064,0.00050125,0.00050125,0.00050125
62,410.385,1.42024,2.24884,1.10034,0.52846,0.18525,0.10739,0.05421,1.97321,2.50732,1.58626,0.000499187,0.000499187,0.000499187
63,416.713,1.49265,2.52315,1.15895,0.67152,0.19143,0.11363,0.06836,1.93856,2.54725,1.622,0.000497125,0.000497125,0.000497125
64,423.07,1.36355,2.05646,1.10961,0.65547,0.21869,0.09334,0.04726,2.12081,2.53573,1.69106,0.000495063,0.000495063,0.000495063
65,429.474,1.31966,1.88269,1.06331,0.67686,0.20406,0.11645,0.06584,1.98519,2.59842,1.61944,0.000493,0.000493,0.000493
66,435.792,1.54151,2.3961,1.13319,0.69318,0.17893,0.11715,0.06649,1.82328,3.01849,1.47796,0.000490937,0.000490937,0.000490937
67,442.27,1.39719,2.29432,1.08046,0.67408,0.21111,0.10965,0.06277,1.83883,2.86374,1.47916,0.000488875,0.000488875,0.000488875
68,448.589,1.29378,2.73301,1.00914,0.52329,0.14417,0.10004,0.06097,1.92495,2.75683,1.58836,0.000486812,0.000486812,0.000486812
69,454.928,1.33284,2.3423,1.0502,0.76028,0.10105,0.10965,0.06504,1.94983,2.89839,1.56373,0.00048475,0.00048475,0.00048475
70,461.311,1.45265,2.36243,1.15758,0.68745,0.13609,0.11681,0.07168,1.80794,2.89856,1.48129,0.000482687,0.000482687,0.000482687
71,467.683,1.40193,2.21594,1.15953,0.68963,0.14374,0.12818,0.07958,1.848,2.53514,1.57475,0.000480625,0.000480625,0.000480625
72,474.69,1.3686,2.71411,1.076,0.40019,0.18364,0.1235,0.07458,1.88636,2.36702,1.58932,0.000478562,0.000478562,0.000478562
73,481.053,1.40464,2.13964,1.10178,0.65795,0.21574,0.13745,0.08444,1.90996,2.48152,1.61234,0.0004765,0.0004765,0.0004765
74,487.776,1.29738,2.13849,1.04857,0.68591,0.20885,0.13891,0.08046,1.82226,2.46724,1.52737,0.000474437,0.000474437,0.000474437
75,494.169,1.24101,2.15634,0.98981,0.56286,0.18406,0.12958,0.06502,1.91389,2.64224,1.58041,0.000472375,0.000472375,0.000472375
76,500.42,1.12419,2.0921,0.91362,0.56089,0.12009,0.11637,0.06359,1.98909,2.80912,1.61232,0.000470312,0.000470312,0.000470312
77,506.829,1.43701,2.41044,1.12598,0.54855,0.17173,0.10484,0.05557,2.0596,2.90446,1.65244,0.00046825,0.00046825,0.00046825
78,513.481,1.33674,2.09947,1.12191,0.50871,0.14163,0.09194,0.04894,2.05852,2.57891,1.61982,0.000466188,0.000466188,0.000466188
79,519.906,1.24427,1.93265,1.01737,0.67204,0.15514,0.1117,0.062,2.10902,2.55356,1.73342,0.000464125,0.000464125,0.000464125
80,526.315,1.34573,2.12667,1.0671,0.67138,0.11929,0.10193,0.05452,2.16318,2.67887,1.7228,0.000462063,0.000462063,0.000462063
81,532.666,1.29272,2.01228,1.07253,0.67871,0.20045,0.13112,0.07849,2.07111,2.42377,1.75265,0.00046,0.00046,0.00046
82,539.122,1.33704,2.06818,1.06532,0.5719,0.15975,0.13237,0.08063,2.02508,2.5372,1.64228,0.000457938,0.000457938,0.000457938
83,545.592,1.32748,2.20617,1.03943,0.43229,0.12722,0.12995,0.07975,2.06448,2.57981,1.69074,0.000455875,0.000455875,0.000455875
84,551.963,1.35412,1.98389,1.11881,0.51396,0.19553,0.12366,0.07243,1.97502,2.18753,1.66608,0.000453813,0.000453813,0.000453813
85,558.301,1.23448,2.45196,1.02627,0.66584,0.19261,0.12059,0.06632,1.96892,2.23746,1.66872,0.00045175,0.00045175,0.00045175
86,564.655,1.33292,1.95844,1.07397,0.5166,0.23201,0.12283,0.06469,2.0545,2.48286,1.63989,0.000449688,0.000449688,0.000449688
87,571.062,1.25785,1.9683,0.99743,0.40385,0.18077,0.11848,0.06358,2.07478,2.5435,1.6351,0.000447625,0.000447625,0.000447625
88,577.55,1.25827,2.17995,1.07473,0.69622,0.12134,0.12407,0.06803,1.9887,2.85033,1.56862,0.000445562,0.000445562,0.000445562
89,584.165,1.28064,2.13234,1.04517,0.67386,0.12134,0.12077,0.06461,1.8019,2.59933,1.45935,0.0004435,0.0004435,0.0004435
90,590.657,1.33162,2.23009,1.08885,0.66814,0.16349,0.09969,0.0524,2.09888,2.97233,1.55325,0.000441438,0.000441438,0.000441438
91,597.106,1.30926,2.11436,1.06342,0.67017,0.22816,0.12352,0.06796,1.98147,2.48364,1.60041,0.000439375,0.000439375,0.000439375
92,603.519,1.19683,1.80451,1.05563,0.55593,0.25173,0.14098,0.06865,2.01285,2.37152,1.63724,0.000437312,0.000437312,0.000437312
93,609.842,1.22861,2.05949,1.0616,0.69249,0.21726,0.13774,0.07223,1.9528,2.3927,1.60705,0.00043525,0.00043525,0.00043525
94,616.325,1.2012,1.9832,0.98998,0.67388,0.21346,0.13031,0.07202,1.93195,2.57726,1.6029,0.000433187,0.000433187,0.000433187
95,622.809,1.31145,1.79047,1.09932,0.67966,0.23058,0.13702,0.07661,1.96789,2.40327,1.64737,0.000431125,0.000431125,0.000431125
96,629.403,1.19643,2.21599,1.02404,0.68576,0.20537,0.13418,0.08136,1.94097,2.45152,1.65366,0.000429063,0.000429063,0.000429063
97,635.843,1.35628,2.03061,1.10869,0.5493,0.2131,0.12989,0.07962,1.91605,2.47106,1.60397,0.000427,0.000427,0.000427
98,644.947,1.20561,2.24618,1.0022,0.5562,0.20126,0.13493,0.07683,2.02192,2.64544,1.62025,0.000424938,0.000424938,0.000424938
99,651.416,1.38007,2.2033,1.06062,0.65318,0.18259,0.10885,0.05714,2.09975,2.62814,1.65073,0.000422875,0.000422875,0.000422875
100,657.852,1.03358,2.17246,0.9126,0.67822,0.20183,0.11366,0.06739,2.16043,2.70751,1.72914,0.000420812,0.000420812,0.000420812
101,664.344,1.27038,2.36676,1.06366,0.69363,0.19116,0.12374,0.08203,2.06176,3.0655,1.69424,0.00041875,0.00041875,0.00041875
102,670.71,1.13155,2.09224,1.0365,0.6825,0.24739,0.12578,0.08021,1.89618,2.78847,1.54147,0.000416687,0.000416687,0.000416687
103,677.026,1.22272,2.045,1.08234,0.68337,0.23649,0.1226,0.07193,1.85025,2.48174,1.52711,0.000414625,0.000414625,0.000414625
104,683.572,1.11154,2.07786,0.98456,0.68254,0.20045,0.12558,0.06794,2.05788,2.56946,1.65521,0.000412563,0.000412563,0.000412563
105,690.078,1.10309,2.15443,0.94032,0.60813,0.18766,0.12856,0.07181,2.1929,2.76798,1.76065,0.0004105,0.0004105,0.0004105
106,696.47,1.1327,2.32698,0.97729,0.60969,0.16227,0.11508,0.06681,2.11248,2.81864,1.72606,0.000408438,0.000408438,0.000408438
107,703,1.28934,2.12564,1.07567,0.65332,0.14655,0.10002,0.05507,2.05478,2.53513,1.70692,0.000406375,0.000406375,0.000406375
108,709.442,1.13523,1.87413,0.99136,0.66827,0.18732,0.12956,0.07023,2.1449,2.52437,1.7738,0.000404313,0.000404313,0.000404313
109,715.879,1.14862,2.09434,1.06382,0.67548,0.21435,0.13264,0.08683,2.18459,3.0183,1.75578,0.00040225,0.00040225,0.00040225
110,722.975,1.14417,1.8633,1.00658,0.69344,0.17196,0.13659,0.08448,2.02811,3.13996,1.62195,0.000400188,0.000400188,0.000400188
111,729.46,1.14386,1.91711,1.00009,0.69742,0.20189,0.14329,0.08641,1.96438,2.47186,1.67341,0.000398125,0.000398125,0.000398125
112,736.336,1.13367,1.99748,0.99962,0.70565,0.18159,0.13588,0.08252,2.05658,2.53155,1.73509,0.000396063,0.000396063,0.000396063
113,743.012,1.1116,1.76387,0.96641,0.69258,0.21377,0.14676,0.09088,2.03096,2.41523,1.76318,0.000394,0.000394,0.000394
114,750.13,1.0269,1.87986,0.92622,0.47221,0.23154,0.13863,0.0805,2.06084,2.7357,1.72785,0.000391937,0.000391937,0.000391937
115,756.558,1.19469,1.81145,1.00533,0.32314,0.23299,0.14455,0.07925,2.01379,2.75544,1.75365,0.000389875,0.000389875,0.000389875
116,762.967,1.20916,1.75089,0.99547,0.67991,0.23262,0.14567,0.07955,2.12125,2.5754,1.71889,0.000387813,0.000387813,0.000387813
117,769.298,1.01633,2.07063,0.87557,0.58972,0.23503,0.13945,0.07401,2.185,2.52436,1.81447,0.00038575,0.00038575,0.00038575
118,775.716,1.04586,1.73263,0.94463,0.57857,0.24726,0.14431,0.07824,2.09587,2.68729,1.8099,0.000383688,0.000383688,0.000383688
119,782.197,1.19572,1.87414,1.03039,0.44692,0.26407,0.14249,0.07962,2.0599,2.65886,1.79127,0.000381625,0.000381625,0.000381625
120,788.508,1.09103,2.12654,1.03343,0.43655,0.26167,0.13442,0.07782,2.03156,2.49682,1.76818,0.000379562,0.000379562,0.000379562
121,794.854,1.09537,2.0624,0.92347,0.65746,0.25087,0.10226,0.05863,2.06658,2.55387,1.75515,0.0003775,0.0003775,0.0003775
122,801.174,1.08146,1.98818,1.01786,0.65872,0.20885,0.09904,0.05771,2.10657,2.6892,1.7433,0.000375438,0.000375438,0.000375438
123,807.539,1.21246,1.87097,1.07077,0.65068,0.21234,0.10582,0.06295,2.05279,2.48788,1.74991,0.000373375,0.000373375,0.000373375
124,813.967,1.03757,1.7271,0.98915,0.67366,0.21869,0.14459,0.08149,2.10315,2.63315,1.79203,0.000371313,0.000371313,0.000371313
125,820.443,1.07544,1.99857,0.95901,0.69375,0.21869,0.14519,0.08605,2.08446,2.68034,1.76789,0.00036925,0.00036925,0.00036925
126,826.802,1.15422,1.81964,1.04385,0.69442,0.22451,0.15135,0.08868,1.97633,2.84746,1.64499,0.000367187,0.000367187,0.000367187
127,833.263,1.15079,1.71061,1.0797,0.57796,0.24978,0.13687,0.08337,1.94081,2.81508,1.63664,0.000365125,0.000365125,0.000365125
128,839.621,0.97698,1.99908,0.90804,0.4325,0.24138,0.14342,0.08385,2.00341,2.60218,1.71855,0.000363062,0.000363062,0.000363062
129,846.049,1.03888,1.97542,0.98374,0.31778,0.22065,0.13946,0.08058,2.00836,2.70813,1.77805,0.000361,0.000361,0.000361
130,852.576,1.11099,1.83507,1.00783,0.33173,0.21857,0.14593,0.08302,1.91292,2.57813,1.7577,0.000358938,0.000358938,0.000358938
131,859.258,1.04376,2.06079,0.92599,0.53163,0.22527,0.13419,0.0766,1.99303,2.62159,1.78857,0.000356875,0.000356875,0.000356875
132,865.828,1.08822,1.79425,1.01811,0.68964,0.20884,0.13282,0.07546,2.02751,2.7319,1.73826,0.000354812,0.000354812,0.000354812
133,872.367,1.06937,1.67906,0.93644,0.69825,0.2271,0.131,0.07523,2.02261,2.72417,1.73954,0.00035275,0.00035275,0.00035275
134,878.876,1.06377,1.72744,0.9834,0.69078,0.23406,0.14923,0.08855,1.97575,2.68212,1.70794,0.000350687,0.000350687,0.000350687
135,885.312,1.01863,2.06919,0.97896,0.60965,0.23298,0.14235,0.0794,2.03976,2.70045,1.74027,0.000348625,0.000348625,0.000348625
136,891.705,0.99668,1.65703,0.91875,0.58704,0.23127,0.1513,0.08359,1.94047,2.59373,1.65294,0.000346563,0.000346563,0.000346563
137,898.172,1.10024,1.92785,0.99713,0.60962,0.24487,0.14783,0.08132,1.81192,2.65848,1.57276,0.0003445,0.0003445,0.0003445
138,904.518,1.01149,1.55205,0.98429,0.68205,0.22691,0.14929,0.08329,1.897,2.58591,1.57354,0.000342438,0.000342438,0.000342438
139,910.909,1.12409,1.97093,0.99594,0.60779,0.23834,0.15564,0.08771,1.94732,2.49907,1.62398,0.000340375,0.000340375,0.000340375
140,917.467,1.04608,2.29277,0.88169,0.5966,0.23298,0.15244,0.08752,2.10196,2.53844,1.74925,0.000338313,0.000338313,0.000338313
141,923.941,0.95052,1.76322,0.87555,0.59881,0.24487,0.16231,0.0982,1.99034,2.64543,1.64588,0.00033625,0.00033625,0.00033625
142,930.859,0.9464,1.76632,0.93826,0.60837,0.24652,0.15871,0.09933,1.78945,2.56459,1.59097,0.000334188,0.000334188,0.000334188
143,937.871,1.0763,1.77032,1.00176,0.61408,0.25034,0.15752,0.09828,1.86289,2.58052,1.62945,0.000332125,0.000332125,0.000332125
144,944.211,1.11246,1.82793,0.96987,0.68322,0.22218,0.1446,0.08712,2.07005,2.47698,1.72175,0.000330063,0.000330063,0.000330063
145,950.537,0.91952,1.63403,0.91672,0.69643,0.21029,0.13155,0.07927,2.08985,2.49183,1.76743,0.000328,0.000328,0.000328
146,957.043,1.06399,1.94555,0.95203,0.60157,0.23646,0.14332,0.0855,1.99616,2.50461,1.76859,0.000325938,0.000325938,0.000325938
147,963.517,0.98552,1.81877,0.89666,0.58213,0.25075,0.14106,0.08897,1.90692,2.58124,1.69148,0.000323875,0.000323875,0.000323875
148,970.04,0.8693,1.76392,0.86777,0.58109,0.26171,0.14473,0.09119,1.79008,2.87089,1.60873,0.000321812,0.000321812,0.000321812
149,976.335,0.91769,1.75189,0.86717,0.54289,0.23901,0.14579,0.0919,1.88502,2.98311,1.64114,0.00031975,0.00031975,0.00031975
150,982.797,1.03043,1.74881,0.989,0.59272,0.24343,0.14272,0.08267,1.95839,2.77225,1.69797,0.000317688,0.000317688,0.000317688
151,989.411,0.96561,1.89758,0.93955,0.57532,0.25477,0.13429,0.07961,1.96388,2.52743,1.76277,0.000315625,0.000315625,0.000315625
152,996.022,1.07836,2.03019,0.99118,0.44796,0.25183,0.13722,0.07861,2.11548,2.30833,1.92896,0.000313563,0.000313563,0.000313563
153,1002.47,1.03929,1.8853,0.92813,0.68386,0.23058,0.13089,0.07926,2.08132,2.35145,1.90357,0.0003115,0.0003115,0.0003115
154,1008.85,0.97834,1.9529,0.88878,0.67664,0.23898,0.13366,0.07251,1.99228,2.55391,1.82471,0.000309437,0.000309437,0.000309437
155,1015.3,0.97225,1.81963,0.91622,0.66116,0.24944,0.12337,0.07182,1.91564,2.5368,1.7924,0.000307375,0.000307375,0.000307375
156,1021.72,0.99856,1.70662,0.9629,0.68514,0.22148,0.12011,0.07175,1.96326,2.4965,1.8023,0.000305312,0.000305312,0.000305312
157,1028.25,0.92235,1.7379,0.90164,0.68665,0.22012,0.1201,0.07244,1.93879,2.37594,1.76431,0.00030325,0.00030325,0.00030325
158,1034.86,0.97394,1.60969,0.98358,0.54718,0.2326,0.12089,0.07569,1.98031,2.45019,1.78979,0.000301188,0.000301188,0.000301188
159,1041.52,0.95038,1.70573,0.90279,0.53527,0.23224,0.12146,0.07945,1.93393,2.57256,1.79804,0.000299125,0.000299125,0.000299125
160,1047.79,0.90147,2.11888,0.89296,0.69362,0.2068,0.12864,0.08475,1.83784,2.7585,1.6802,0.000297063,0.000297063,0.000297063
161,1054.06,1.04453,1.81966,0.98193,0.69051,0.21869,0.13873,0.09358,1.81543,2.89648,1.65321,0.000295,0.000295,0.000295
162,1060.43,0.94706,1.80006,0.98255,0.69857,0.22703,0.15426,0.09263,1.9302,2.99529,1.70496,0.000292938,0.000292938,0.000292938
163,1066.75,0.96288,1.8292,0.92186,0.685,0.2271,0.14738,0.09212,1.9523,2.86057,1.71218,0.000290875,0.000290875,0.000290875
164,1073.11,1.05441,1.61941,0.93207,0.44826,0.21966,0.13647,0.08257,1.92484,2.58816,1.72603,0.000288813,0.000288813,0.000288813
165,1079.62,0.9557,1.67702,0.94276,0.59377,0.22806,0.13564,0.08431,1.97961,2.53525,1.81003,0.00028675,0.00028675,0.00028675
166,1085.97,1.02467,1.64898,0.99598,0.43258,0.23298,0.14066,0.08811,2.02602,2.49708,1.8395,0.000284688,0.000284688,0.000284688
167,1092.39,0.99297,1.68332,0.90753,0.40113,0.22218,0.15551,0.09882,1.96234,2.48887,1.78393,0.000282625,0.000282625,0.000282625
168,1098.68,0.8638,1.93793,0.87965,0.54386,0.23406,0.14283,0.08815,1.85525,2.58175,1.67773,0.000280562,0.000280562,0.000280562
169,1105.06,0.96624,1.58447,0.93281,0.54857,0.22074,0.14183,0.08788,1.85071,2.58492,1.6742,0.0002785,0.0002785,0.0002785
170,1111.57,1.06769,1.82604,0.90318,0.53763,0.24247,0.13569,0.08513,1.81198,2.61819,1.66967,0.000276437,0.000276437,0.000276437
171,1117.93,0.89534,1.71421,0.91005,0.60316,0.25327,0.12571,0.08058,1.77509,2.56416,1.71311,0.000274375,0.000274375,0.000274375
172,1124.41,0.9111,1.95032,0.89476,0.57399,0.23298,0.1218,0.08128,1.85577,2.64901,1.74773,0.000272313,0.000272313,0.000272313
173,1130.71,0.92438,1.51012,0.95627,0.59146,0.22457,0.13479,0.09267,1.81435,2.61354,1.74904,0.00027025,0.00027025,0.00027025
174,1137.01,0.85656,1.75927,0.90551,0.57779,0.22457,0.13752,0.0943,1.81897,2.52456,1.74916,0.000268188,0.000268188,0.000268188
175,1143.27,0.87641,1.74872,0.89173,0.54134,0.22218,0.12781,0.08206,1.86572,2.54499,1.78866,0.000266125,0.000266125,0.000266125
176,1149.75,0.86509,1.56757,0.87531,0.54228,0.21406,0.14546,0.09696,1.83199,2.64826,1.76209,0.000264062,0.000264062,0.000264062
177,1156.23,0.87315,1.58206,0.85851,0.68162,0.22033,0.1435,0.09173,1.8233,2.54232,1.79223,0.000262,0.000262,0.000262
178,1162.65,0.92926,1.70423,0.84926,0.60442,0.23996,0.13982,0.08546,1.87334,2.50656,1.78009,0.000259938,0.000259938,0.000259938
179,1168.98,0.89222,1.72299,0.91112,0.43567,0.23995,0.13151,0.07974,1.93873,2.5777,1.79981,0.000257875,0.000257875,0.000257875
180,1175.35,0.98805,1.66535,0.95059,0.55511,0.20929,0.11651,0.07446,1.9011,2.66781,1.74808,0.000255813,0.000255813,0.000255813
181,1181.86,0.92218,1.52075,0.94874,0.53816,0.17032,0.11306,0.07569,1.87241,2.58953,1.74209,0.00025375,0.00025375,0.00025375
182,1188.41,0.95516,1.71363,0.92348,0.60347,0.19793,0.12916,0.08394,1.94374,2.39487,1.81517,0.000251687,0.000251687,0.000251687
183,1194.94,0.88318,1.99984,0.89165,0.5972,0.20549,0.12809,0.08121,1.98103,2.44031,1.77234,0.000249625,0.000249625,0.000249625
184,1201.48,0.86729,1.50178,0.87382,0.59436,0.21966,0.12596,0.08149,1.9404,2.42366,1.74401,0.000247563,0.000247563,0.000247563
185,1207.94,0.8604,1.6833,0.89696,0.60551,0.23646,0.1342,0.08754,1.94508,2.43295,1.80225,0.0002455,0.0002455,0.0002455
186,1214.34,0.84955,1.73133,0.84739,0.69859,0.21377,0.13664,0.09344,2.07961,2.65528,1.92203,0.000243437,0.000243437,0.000243437
